news_title,publish_date,sentence,risk_label
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,"Now West Coast Rail must examine each completed activity and determine whether it was finished on, ahead or behind schedule.",0.0
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,it is because building the Sprinter line is a massively parallel endeavor.,0.0
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,"For example, one construction crew may be moving tons of earth to prepare the railroad bed in Oceanside while another crew is installing concrete forms in San Marcos for a bridge that will carry the Sprinter tracks over Highway 78.",0.0
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,"The only way to know, from one day to the next, whether the overall project is on track for on-time completion in December 2007, is to track each building activity separately.",0.0
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,"If it takes longer than scheduled to build one section, then that delay can ripple throughout the entire project, causing other work in other sections of the line to be delayed or rescheduled.",1.0
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,Bullock said it generally does not take five months to agree on a construction schedule.,0.0
"Scheduling delays, winter rains cause Sprinter to be late on first milestone.",2005-04-17 00:00:00,"""Usually the process takes two or three months, but this time it took longer because we kept going back and forth with revisions,"" Bullock said.",1.0
Second Avenue Subway Construction Details,2007-03-14 00:00:00,we are included them below and after the jump (read the part about rodents!).,0.0
Second Avenue Subway Construction Details,2007-03-14 00:00:00,"Oh, and the image at top shows building monitoring devices - folks on the Upper East Side may be seeing a lot of those.",0.0
Second Avenue Subway Construction Details,2007-03-14 00:00:00,"Construction Activity and Work Hours Surface Work for Launch Box: - 2 shifts, 5 days/week: 7AM to 10PM - 1 shift Saturday: 10AM to 7PM Underground work: - 3 shifts, 7 days/week Trucking & deliveries: - 2 shifts, 5 days/week: 7AM to 10PM - Some night deliveries for large equipment - 1 shift Saturday: 10AM to 7PM Impact and Mitigations Traffic: - Traffic monitoring program - Maintain 4 lanes through construction zones - Keep cross street open (12 foot lane) - Relocate bus stops to outside of construction zones Pedestrian: - Minimum 7 foot wide sidewalks Local Access: - Maintain pedestrian access to all buildings - Maintain emergency vehicle access at all times - Maintain special zones for deliveries - Provide areas for garbage disposal for residential & commercial purposes Notes The views expressed on blogs distributed by Newstex and its re-distributors (""Blogs via Newstex"") are solely the author's and not necessarily the views of Newstex or its re-distributors.",0.0
Second Avenue Subway Construction Details,2007-03-14 00:00:00,"Posts from such authors are provided ""AS IS"", with no warranties, and confer no rights.",0.0
Second Avenue Subway Construction Details,2007-03-14 00:00:00,"The material and information provided in Blogs via Newstex are for general information only and should not, in any respect, be relied on as professional advice.",0.0
Siemens Sues Puerto Rico DOT Over Tren Urbano Completion,2004-02-09 00:00:00,"It also contracted for Tren Urbano's train control and communication system, power and distribution and vehicle supply, among other things.",0.0
Siemens Sues Puerto Rico DOT Over Tren Urbano Completion,2004-02-09 00:00:00,"""The work done by [Siemens Transportation Team] depends to a great extent on the timely completion by other contractors in the project,"" says Robert Jungkind, Siemens project director.",1.0
Siemens Sues Puerto Rico DOT Over Tren Urbano Completion,2004-02-09 00:00:00,"He claims that because work by other contractors was supervised by PRDOT, the company had no control over their operations or schedule.",0.0
Siemens Sues Puerto Rico DOT Over Tren Urbano Completion,2004-02-09 00:00:00,"""Construction of the other sections covered by the other contracts did not proceed as scheduled and was consistently delayed for hundreds of days,"" the lawsuit claims.",1.0
Siemens Sues Puerto Rico DOT Over Tren Urbano Completion,2004-02-09 00:00:00,"PRDOT granted extensions to the civil contractors but refused to apply those extensions to Siemens, says the suit.",0.0
Siemens Sues Puerto Rico DOT Over Tren Urbano Completion,2004-02-09 00:00:00,"Siemens officials would not comment further on the lawsuit, claiming prohibitions under its contract.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,june 16--OCEANSIDE ---- The over-budget Sprinter light rail line will cost an additional $55 million to finish.,1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,The North County Transit District's board of directors voted 5-3 Thursday --- with county Supervisor Bill Horn absent --- to increase the project's budget from $385 million to $440 million.,1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,The original cost estimate for the 22-mile east- west rail line ---- currently under construction from Oceanside to Escondido ---- was $351.5 million.,1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"In order to cover the additional $55 million, the transit district will ask the San Diego Association of Governments today for an additional $34 million in transportation funds, temporarily taken from the construction budget for managed lanes on Interstate 15.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,A budget document presented to the board Thursday states that the transfer of funds would not slow down the I-15 project and would be restored before they are needed.,0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"The district would have to scrounge for the additional $9 million through borrowing or through another, as-yet-undecided revenue source.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"Tom Lichterman, the district's director of transportation services, told the board that increased costs were caused by various factors, including numerous problems with the Sprinter's design, which had to be reworked by engineers, resulting in lost construction time and increased costs.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"""There have been a number of design issues we have had to contend with on the project,"" Lichterman said, though he did not elaborate on exactly what those issues were or how much they cost the project as a whole.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"When complete, the Sprinter line will include 15 stations in Oceanside, Vista, San Marcos and Escondido and will stop at both Palomar College and Cal State San Marcos.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"He said project planners also failed to correctly predict the amount of materials necessary to build the line, resulting in extra orders for some parts and extra work for builder West Coast Rail Constructors.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"In addition, the director also said Hurricane Katrina, which drove up costs for commodities like steel and concrete nationwide, also contributed to pushing the cost of the Sprinter past the $400 million mark.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"Board members who voted against increasing the Sprinter's budget said they wanted certain amenities, from landscaping to sound walls, restored.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,Many of those items were stripped from the project during a round of cost cutting.,0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"""Now that we are going for the additional money, let us put these things back in,"" said Hal Martin, the representative from San Marcos.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"In 2002, the district received a $152 million transportation grant from the federal government to help pay for the Sprinter.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"At that time, the project's budget was estimated to be $351.5 million.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"In July 2004, the board voted to increase the Sprinter's budget from $351 million to $375 million.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"Less than one year later, the board again increased the cost of the project to $385 million.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,The project's completion date also slipped from 2005 to .,1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,At the time the district cited several reasons why the budget increased over its original $351 million estimate.,1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"Many of those reasons, including a two-year lag in project approvals from the Federal Transit Authority and the California Public Utilities Commission, were cited again Thursday as reasons why the budget increased.",1.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"A major contributor, Lichterman said, was a need to keep the rail line open to freight traffic during construction so that three Escondido manufacturing businesses could continue to receive regular delivery of raw materials.",0.0
Sprinter budget inflates to $440 million,2006-06-16 00:00:00,"He said that because contractors can never remove more rail than they can replace in one week, the project generally has 15 to 17 separate construction crews working in different locations each week.",0.0
Sprinter light-rail service due to start Sunday,2008-03-06 00:00:00,"march 6--NORTH COUNTY -- Though one bit of paperwork remains, transit officials are steaming ahead with plans to open the new Sprinter light-rail line on Sunday.",0.0
Sprinter light-rail service due to start Sunday,2008-03-06 00:00:00,"That means that after nearly three decades of planning, more than three years of construction and roughly $100 million in cost overruns, the new 22-mile passenger train between Oceanside and Escondido will, if all goes well, carry its first paying customers.",0.0
Sprinter light-rail service due to start Sunday,2008-03-06 00:00:00,"Though the rail line has been nearly complete since late December, the Sprinter has missed several startup dates this winter.",0.0
Sprinter light-rail service due to start Sunday,2008-03-06 00:00:00,Officials have blamed longer-than-anticipated inspections and malfunctioning signaling equipment for the delays.,1.0
Sprinter light-rail service due to start Sunday,2008-03-06 00:00:00,"As of Wednesday, the Sprinter still lacked final safety approval from the California Public Utilities Commission.",0.0
Sprinter light-rail service due to start Sunday,2008-03-06 00:00:00,"However, Pete Aadland, a spokesman for the North County Transit District, said the district expects the commission's OK by the end of the week.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Despite repeated warnings since 2010 about weaknesses in its staffing, the rail authority believed it could reduce overall costs by relying on consultants and avoiding a large permanent workforce.",1.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,But that strategy has failed to keep project costs from soaring.,0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Ten years after voters approved it, the project is $44 billion over budget and 13 years behind schedule.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"A reckoning may be coming very soon, however.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Gov. Gavin Newsom recently told The Times that he would be taking aim at the consultants when the rail authority sends a major project update to the Legislature on May 1, including a detailed plan on building a partial operating system from Bakersfield to Merced for $16 billion to $18 billion.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Given the enormous task of building a 520-mile rail system, the 10-member rail authority team that existed in the early years amounted to a ""cheer squad,"" Kopp said.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,WSP has stayed on the job for about a quarter of a century.,0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"It was given a new $700-million contract in 2015, despite warning signs that the project was headed for major cost overruns and had encountered serious delays.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Gregory Kelly, CEO of WSP USA, a New York City-based unit of the firm, defends the company's role in the project and says it brings world-class engineering, project management and environmental know-how that the state could costs.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Now they run most of the job, and some of the work is flawed.",0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"The audit examined nine sample contracts and found ""significant problems"" in reviewing invoices and documenting that work had been completed.",1.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"In one example, the rail authority staffed a new office intended to improve contract management with seven consultants.",1.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"WSP executives said it was a ""stretch"" to allege that any problems they caused were responsible for billions of dollars in cost increases.",1.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,Several rail authority employees said in interviews that the audit correctly identified the confused relationship between state employees and consultants.,1.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"In some cases, they said, state employees report to consultants rather than the other way around.",1.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,Contract amounts in millions of dollars TABLES NOT INCLUDED Source: California High-Speed Rail Authority costs.,0.0
State bullet train's initial error; Using consultants was supposed to cut,2019-04-26 00:00:00,"Graphic PHOTO: CONSTRUCTION is seen last week in Fresno on a segment of the California bullet train, a project that is $44 billion over budget and 13 years behind schedule.",1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"NEW YORK--Today Congresswoman Carolyn B. Maloney (NY-12), Council Member Dan Garodnick (District 4), Council Member Ben Kallos (District 5), New York State Democratic Committee Vice Chair Trudy L. Mason, and representatives from Manhattan Borough President Gale A.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Brewer and Assemblymember Rebecca Seawright issued a list of the top five challenges that could delay completion of phase 1 of the 2nd Avenue Subway.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),The top five challenges - in reverse order of concern - are as follows: 5.,1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),The 69th Street Entrance to the 72nd Street Entrance 4.,1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Installation of Tracks 3. Electrical Work 2. Keeping the Project on Budget 1.,1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"The 86th Street Entrance ""While the construction is still on schedule, I am concerned that these 5 challenges could pose serious problems for completing the Second Avenue Subway as scheduled in December 2016,"" said Congresswoman Maloney.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"""When it comes to construction time is money, and we cannot be wasting either.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"The completion of Phase 1 is of the upmost importance for my constituents and I was proud to help provide $1.3 billion in federal funding for the project, but we need to continue to monitor construction to help keep the momentum going.""",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"""The Second Avenue Subway is almost here -- but not quite.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"We need to remain vigilant to ensure it stays on schedule with no detours,"" said Council Member Dan Garodnick.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"""Congresswoman Maloney has identified several areas of concern, and we are counting on the MTA to address them.""",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"""We are making strong progress towards the completion of the Second Avenue Subway, and to get it done on time, we will need city, state and federal leadership.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Thanks to Congresswoman Carolyn Maloney for her strong efforts on the issue.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"I look forward to the day that the Second Avenue Subway opens to serve the thousands of New Yorkers who pass through the East Side each day,"" said Council Member Ben Kallos.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Maloney drew from the report in creating her list of top five challenges.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),The 69th Street Entrance to the 72nd Street Entrance was moved from a storefront at 301 E. 69th Street to the sidewalk because technical issues could not be resolved.,1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"As a result, construction of the entrance was delayed.",1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),The entrance must be completed by September 2016.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Installation of Tracks was delayed but seems to be back on trick.,1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"It is no longer on the SAS Primary Critical Path, meaning that it probably will not push the project off its target completion date, but it still needs to be watched.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),The trackwork must be finished by March 2016.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Electrical work - Facility power energization must be finished at all new stations in order to support planned testing and commissioning activities.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),This must be done by December 2015 - the earliest milestone of all of these critical challenges.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"If this is not finished on time, it will delay other critical systems work needed to be done in order for the stations to be up and running by December 2016.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),Keeping the Project on Budget - work change orders and tight scheduling are pushing costs higher.,1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"Instead of the current $35 million per month, the cost could rise to as much as $45 million per month, seriously eating into the planned budget contingency.",1.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"Time is money and the longer the project stretches out, the more expensive it will become.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),That makes timely completion critical.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),The 86th Street Entrance is badly behind schedule and could impact revenue service.,0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"Of all the challenges, this is the only one currently said to have the potential to impact revenue service.",0.0
Top Five Challenges in the Final 18 Months of Construction for Second,character(0),"The MTA has asked the contractor to increase manpower, work extended hours, double shifts and work weekends in order to get back on schedule.",0.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"The company responsible for manufacturing TriMet's new commuter trains, Colorado Railcar Manufacturing, is six months behind schedule, which means the Portland-to-Wilsonville Westside Express Service will not start running until february 2. TriMet had planned to start running the commuter train this month, but due to frequent delays, the project's managers have not been able to properly test a new signal system.",1.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"""Two years ago, we started seeing some slippage in the schedule,"" said Mary Fetsch, the communications director for TriMet.",0.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"A year ago, TriMet stepped in to help financially support Colorado Railcar Manufacturing because it was having trouble paying suppliers for parts.",1.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"TriMet supported the company by paying its suppliers for parts and services, and providing rail engineering expertise and on-site technical assistance.",0.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,Because Colorado Railcar Manufacturing was the only you.S.,0.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"company manufacturing the type of self-propelled diesel railcars TriMet needed, Fetsch said the agency was forced to financially support the company or risk losing the project.",1.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,TriMet estimates that the agency lost about $3 million from the delays and from its financial support of the money- strapped company.,1.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"The Alaska Railroad has subsequently ordered cars from the company and is now providing its own financial support, Fetsch said.",0.0
TriMet's Portland-to-Wilsonville Westside Express Service is delayed,2008-10-09 00:00:00,"To properly test TriMet's state-of-the-art signal system, Fetsch said, it is necessary to have the railcars available.",0.0
Tunnel vision,2005-06-26 00:00:00,"""Certainly a driving force was what was to emerge as the North Shore development,"" Skoutelas said.",0.0
Tunnel vision,2005-06-26 00:00:00,"He cites benefits to the stadiums, the convention center, Station Square, the Carnegie Science Center, Allegheny County Community College, corporate offices such as Alcoa and proposed residential buildings.",0.0
Tunnel vision,2005-06-26 00:00:00,The project's estimated cost has jumped up and down in recent years as its design was developed and the start of construction was delayed.,1.0
Tunnel vision,2005-06-26 00:00:00,It dropped to $362 million last year and then rose to $381 million.,0.0
Tunnel vision,2005-06-26 00:00:00,"Once built, Kolling said, the system could be expanded to serve Pittsburgh International Airport.",0.0
Tunnel vision,2005-06-26 00:00:00,"The Port Authority and local leaders continue to consider a light-rail expansion to the airport, but Port Authority has not approved the idea.",0.0
Tunnel vision,2005-06-26 00:00:00,Haulk's major concern is the failure of high-profile mass transit projects to stay within budget.,1.0
Tunnel vision,2005-06-26 00:00:00,"In addition to Boston's Big Dig, officials in St. Louis say a $550 million Metrolink light-rail extension could be more than $100 million over budget, and a rail extension to the San Francisco International Airport jumped by more than $300 million.",1.0
Tunnel vision,2005-06-26 00:00:00,"If the North Shore Connector were to blow its budget, the financially ailing Port Authority would be on the hook to pay the added costs.",1.0
Tunnel vision,2005-06-26 00:00:00,"""Before we will ask a grantee to pay for a cost overrun, we will work with them to come up with a solution to bring the project back within budget,"" said Paul Griffo, a Federal Transit Administration spokesman.",1.0
Tunnel vision,2005-06-26 00:00:00,"""If there is no solution, then that cost overrun has to be paid for by the grantee.""",1.0
Tunnel vision,2005-06-26 00:00:00,"Most transit construction projects nationwide are built within the budgets approved by the Federal Transit Administration, according to Light Rail Now!, an organization underwritten by several pro-transit groups nationwide.",0.0
Tunnel vision,2005-06-26 00:00:00,Of 14 major transit projects reviewed by the you.S.,0.0
Tunnel vision,2005-06-26 00:00:00,"General Accounting Office in a 1999 study, none of the light-rail projects went over budget.",1.0
Tunnel vision,2005-06-26 00:00:00,Six other transit projects exceeded their budgets.,1.0
Tunnel vision,2005-06-26 00:00:00,"""there is the possibility of cost overruns -- as they found out in Boston -- you just do not know what you are going to hit,"" Haulk said.",1.0
Tunnel vision,2005-06-26 00:00:00,North Shore Connector The Port Authority of Allegheny County offers this list of the benefits of building the North Shore Connector.,0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"Those contracts, the bulk of a total $ 1.7-billion effort, were awarded in 1997 by the commonwealth's Dept. of Transportation and Public Works' Highway and Transportation Authority (DTPW).",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"Since then, the complicated project has faced hurricanes and a steep learning curve for local firms teaming up with outsiders on the first major transit job to come to Puerto Rico in 50 years.",1.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,The challenges have forced a one-year delay in Tren Urbano's original 2001 projected completion date.,0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,But department Secretary Carlos Pesquera contends that design-build has already cut two years off the design phase and estimates it will save about $ 60 million during the entire first phase.,0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"The route travels through the heart of metropolitan San Juan, from Bayamon on the west side to Sagrado Corazon in the north (see map, p. 34).",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,But it is the nature of the best of design-build.,0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"You have to make changes as you go along...there are disagreements, but there is dialogue.''",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"HANDLING HURRICANES Dixon says most claims now under negotiation have to do with site conditions, including delays from Hurricane Georges, which raked Puerto Rico in the fall of 1998.",1.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"Other weather incidents, utility relocations and problems in handling concurrent delays also generated claims.",1.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"''we will sit down and negotiate,'' says Dixon.",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,''we will reach a settlement.'',0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"North of Sagrado Corazon, an environmental impact statement is being done for a proposed extension to Manillas.",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"The $ 640-million seventh contract is led by Siemens, local firm Juan Requena Associates and Boston-based Alternate Concepts, with a quality control subcontract to New York City-based Parsons Brinckerhoff and a construction subcontract to Redondo-Perini.",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,The team must coordinate interface between adjacent alignment contracts and adjust schedules and access.,0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"The multidisciplinary system seems to work; operation and maintenance experts see things that designers and builders might miss, notes Roescher.",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"The jury is still out on the multicontract approach to design-build, officials say.",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,But they all favor a $ 10-million technology transfer program with students at the Massachusetts Institute of Technology and the University of Puerto Rico.,0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"Students have internships on every contract, and several have joined Tren Urbano after graduating, says Lydia Mercado, program director.",0.0
Twisting and Turning Through San Juan,2000-01-17 00:00:00,"With future extensions planned, ''we want to have enough locals so we do not have to import talent,'' she says.",0.0
Urban train estimates $US150mn over cost,2002-12-16 00:00:00,"Puerto Rico's public works and transport (MOP) minister Jose Izquierdo announced a US$150mn increase in the estimated price of capital San Juan's future electric train system, Tren Urbano (TU) raising the price from $US2.15bn to US$2.3bn, reported El Vocero.",0.0
Urban train estimates $US150mn over cost,2002-12-16 00:00:00,"Construction of the electric train, designed to reduce traffic congestion and fuel emissions, began nearly 5 years ago under the direction of the national highway and transport authority (ACT) and the KKZ construction firm.",0.0
Urban train estimates $US150mn over cost,2002-12-16 00:00:00,"The new costs could push back the intended September 2003 inauguration date, which would add an extra $US12mn each month to the overall price tag, noted ACT director Fernando Fagundo.",0.0
Urban train estimates $US150mn over cost,2002-12-16 00:00:00,"Izquierdo attributes the price increase to several factors: the original budget that was proposed to contractors was overly sparing; the original contractor, Siemens signed an agreement for US$62mn at less than half of the original US$155mn claim; ACT signed an agreement with KKZ for US$32mn versus an original $US80mn claim; and 3 new subcontracts were issued to accelerate construction of the Hato Rey stations.",1.0
Urban train estimates $US150mn over cost,2002-12-16 00:00:00,"At present, MOP expects that the US$2.3bn will be the final quote and that some $850mn of the current projected price will come from federal sources.",0.0
"Vista, Calif., company submits low bid to build light rail line",2004-07-08 00:00:00,King said the transit district had hoped to put the Sprinter mainline construction contract out to bid about one year ago.,0.0
"Vista, Calif., company submits low bid to build light rail line",2004-07-08 00:00:00,She said that delays caused by regulatory approval from the California Public Utilities Commission as well as state and federal budget crises conspired to slow the $ 352 million project down and make it more expensive.,1.0
"Vista, Calif., company submits low bid to build light rail line",2004-07-08 00:00:00,"""we are probably about a year behind what we wanted in getting this bid, but that is kind of how large projects go,"" King said.",0.0
"Vista, Calif., company submits low bid to build light rail line",2004-07-08 00:00:00,"King added that she thought cost overruns can be absorbed by contingency funds built into the Sprinter budget, but said a true picture of the bid's bottom line will have to wait until next Thursday when bids are presented to the full NCTD governing board for a vote.",0.0
"Vista, Calif., company submits low bid to build light rail line",2004-07-08 00:00:00,An entity called West Coast Rail Constructors submitted the low bid.,0.0
"Vista, Calif., company submits low bid to build light rail line",2004-07-08 00:00:00,"The business was described as a joint venture by FCI Constructors, based in the Vista Business Park, and the multinational construction firm Fluor Enterprises Inc.",0.0
WAGNER CRITICIZES NORTH SHORE SUBWAY COST INCREASES; CALLS,2010-05-21 00:00:00,"""This project is way out of control,"" he said, citing inflation that has occurred since the price was estimated at $390 million in 2001.",1.0
WAGNER CRITICIZES NORTH SHORE SUBWAY COST INCREASES; CALLS,2010-05-21 00:00:00,Mr. Ritchie noted that the project cost has decreased by $25 million in the past year.,0.0
WAGNER CRITICIZES NORTH SHORE SUBWAY COST INCREASES; CALLS,2010-05-21 00:00:00,The increases before that were caused by skyrocketing materials costs that affected construction projects nationwide.,1.0
WAGNER CRITICIZES NORTH SHORE SUBWAY COST INCREASES; CALLS,2010-05-21 00:00:00,"""we are happy to explain this situation in more detail and we certainly welcome his next audit of Port Authority,"" he said.",0.0
WAGNER CRITICIZES NORTH SHORE SUBWAY COST INCREASES; CALLS,2010-05-21 00:00:00,FOR AUDIT AFTER MISTAKE ADDS $1.2M Mr. Wagner has been a longtime critic of the connector project.,0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"Aiming to capitalize on a booming economy while addressing some of the New York region's mass transit needs, the Metropolitan Transportation Authority said yesterday that it planned to spend $1.6 billion for a new Long Island Rail Road tunnel to Grand Central Terminal and $700 million to restart the long-dormant Second Avenue subway project.",0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"The proposals, in the M.T.A.'s five-year capital plan, still face scrutiny in Albany, where Assembly Speaker Sheldon Silver has warned he may block the plan because it favors suburban commuters.",0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"Still, the five-year plan is a blueprint that represents the authority's long-term priorities: It calls for spending $16.5 billion on such things as new buses, subway cars and station improvements, as well as new tracks and tunnels.",0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"New York City Transit, which operates buses and subways in the city, would be given $416 million for 1,056 new buses, 300 powered by alternative fuels but most fueled by diesel.",0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,The plan to acquire more diesel buses set off an outcry yesterday by environmentalists.,0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"""With this plan, we remain way out of step with other cities,"" said Richard Kassel, senior attorney for the Natural Resources Defense Council, adding that many big-city transportation authorities had eliminated or severely restricted the use of diesel-powered buses.",0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"Mr. Conway said the biggest challenge facing the authority would be filling a $4.44 billion gap between what it expects to receive in government support, revenues from riders and other sources, and what it would need to pay for its plan.",0.0
WORK IS PROPOSED ON 2D AVE. SUBWAY,1999-09-29 00:00:00,"He said part of the gap could be filled by reducing expenses, itself a difficult proposition since the M.T.A.'s contract with its largest labor union, Local 100 of the Transport Workers Union, expires in December.",1.0
